Path, Lv, Rating, Mean, Median, Max
2024_01Spring/Advanced Quartet/easy.csv, 5, 7786, 4094, 3936, 14823
2024_01Spring/Advanced Quartet/hard.csv, 12, 78838, 22553, 17760, 188846
2024_01Spring/Advanced Quartet/normal.csv, 9, 11830, 7958, 6588, 20587
2024_01Spring/TicoTico/easy.csv, 4, 5499, 4143, 4071, 8100
2024_01Spring/TicoTico/hard.csv, 12, 36840, 32419, 30365, 47397
2024_01Spring/TicoTico/normal.csv, 9, 16666, 12894, 12882, 23685
2024_01Spring/木枯らしのエチュード/easy.csv, 4, 21672, 4039, 3225, 55350
2024_01Spring/木枯らしのエチュード/hard.csv, 15, 331661, 177344, 186750, 607500
2024_01Spring/木枯らしのエチュード/normal.csv, 9, 33704, 13601, 10463, 74625

Lv, Median, Mean, Min, Max
============================
1, 850, 2096, 461, 6743
2, 2339, 2545, 717, 10277
3, 3939, 4179, 1644, 8977
4, 6083, 6732, 2825, 21672
5, 9668, 10618, 4316, 32499
6, 12501, 13188, 3576, 22248
7, 17648, 18167, 5933, 53358
8, 21092, 22048, 10931, 38198
9, 27163, 26191, 11830, 41564
10, 28449, 30919, 11204, 61393
11, 38368, 42763, 20709, 128460
12, 45826, 49536, 2999, 145843
13, 55024, 68644, 26050, 249398
14, 81747, 96478, 2999, 331661
